,分類,書名,作者,出版社,出版日期,優惠價,也買了
20,文學小說,艾笛的永生契約（作者親筆簽名扉頁版+獨家奇幻透卡),V. E. 舒瓦,臉譜,2022/05/28,優惠價：79折 411元,"['留在Tomo桑心底的日本味：想念家鄉的60道日式料理', '候鳥的女兒(作者親筆簽名扉頁版)', '海幻 (限量作者親簽版)', '未來還沒被書寫：搖滾樂及其所創造的(博客來獨家限量親簽)', '我有結婚病【限量親簽版】', '武漢(博客來獨家簽名版)', '平家物語 犬王之卷(湯淺政明✕松本大洋《犬王》動畫原著)【獨家限量松本大洋海報版】', '第二代馬蘭吟唱隊&董事長跨界大樂團 / Pakelang 八歌浪 (CD)', '流動日常：藝術蝦的繪畫日記【扉頁親簽版‧博客來獨家】', '零零落落【限量精裝版：每本附專屬收藏燙金編號及親蓋藏書印】', '空心人：擁抱渴望被愛的靈魂【獨家書衣親簽版，加贈心理練習卡2張組(兩款隨機出貨)】', '綠之歌 ─收集群風─(台日高度矚目.新銳台灣漫畫家高妍首部長篇作品，上下冊不分售)', '綾羅歌.卷一~卷二.獨家限量作者親簽精緻燙金典藏書盒版', '你不能再死一次【博客來獨家親簽版】', '【作者親簽版】頂級食材聖經：跟著摘星主廚Jimmy品嘗金字塔頂端的美味', '放歌(作者親簽版)', '天防者III：超感者', '泰斯凱蘭二部曲【《名為帝國的記憶》+《名為和平的荒蕪》雙書套書.呼應現實歷史，雨果獎得獎文學經典巨作】', '寫小說，不用太規矩： 三浦紫苑的寫作講座(台灣讀者限定典藏・作者燙金簽名×贈言)', '六個說謊的大學生【博客來獨家書衣版】(2022年本屋大賞第5名)']"
21,文學小說,寫給妳的那一個故事,希澄,城邦原創,2022/06/02,優惠價：79折 253元,"['流沙', '不小心約到上司怎麼辦', '暗戀是憂鬱的青色', '貓與海的彼端', 'citrus +~柑橘味香氣PLUS~ 3', '日光為鄰', '剛剛好的優雅(博客來限量獨家PVC書衣+日星特製鉛字印)', '指路何去', '我把妳當閨密，妳卻只想上我', '如果你也聽說', '六個說謊的大學生【博客來獨家書衣版】(2022年本屋大賞第5名)', '彼岸花盛開之島【台灣獨家書封】(台灣首位，芥川獎得獎作!)', '赤瞳者02英雄', '「憑妳也想討伐魔王?」被勇者小隊逐出隊伍，只好在王都自在過活THE COMIC(01)', 'Silent Witch 沉默魔女的祕密 (1)', '好好生活 慢慢相遇：30歲，想把溫柔留給自己', '赤瞳者03宿主', '【博客來獨家限量】你好，這裡是記憶花店(透‧深藍書衣版)', '村裡來了個暴走女外科影像書(演員親簽版)', '赤瞳者04母親(完)']"
22,文學小說,百鬼夜行卷8：狼人,笭菁,奇幻基地,2022/06/02,優惠價：79折 269元,['NaN']
23,文學小說,一周七天，晴天雨天【獨家首刷限量作者親簽版+手寫傳情卡】：寫給每一個為生活努力的你,yoyo,今周刊,2022/05/26,優惠價：79折 284元,"['我長成了你喜歡的樣子', '空心人：擁抱渴望被愛的靈魂【獨家書衣親簽版，加贈心理練習卡2張組(兩款隨機出貨)】', '明年見，明天見(台北星夜版)', '剛剛好的優雅(博客來限量獨家PVC書衣+日星特製鉛字印)', '重探抗戰史(第一、二卷雙冊套書)【博客來獨家：主編郭岱君限量親簽版】', '我有結婚病【限量親簽版】', '【每日優果】綜合蔬果脆片160G', '我的美麗日記 超能補水保濕面膜20片組(蜜若藍8片+玻尿酸12片)', '你以為的偶然，都是人生的必然：通透好命的本質，解生活的憂，排人生的苦', '2223學年誌 [早晨]', '蛤蟆先生去看心理師(暢銷300萬冊!英國心理諮商經典，附《蛤蟆先生勇氣藏書卡》組)', '我的美麗日記 超能世界榮耀3冠王禮盒', '【自然時記】超大無籽葡萄乾 250g/袋', '我的存在本來就值得青睞', '恐懼先生(增訂版)', '擁抱自己的碎片(首刷贈送限量筆記本)', '【GUESS】同名男性淡香水75ml']"
24,文學小說,暗戀是憂鬱的青色,Misa,城邦原創,2022/06/02,優惠價：79折 237元,"['流沙', '寫給妳的那一個故事', '親愛的，這也是戀愛', '你是我最想擁有的以後', 'SPY×FAMILY 間諜家家酒 9 (首刷限定版)', '第二次初戀', '天亮之後相愛', '來自何方(上)', '百鬼夜行卷8：狼人(月夜狼嚎PVC夜光書衣版)', '來自何方(下)', '看見雪的日子', '常明醫院', '陪你在月球散步', '來自遙遠明日的妳(下)', '解憂雜貨店【暖心紀念版】', '來自天堂的雨：番外—來自天堂的雪 (電子書)', '死神第3部門：追憶', '這麼多年 上中下(3冊合售)', '我在每一次告白後死去', '釀春光']"
25,文學小說,抱住我崩潰的大腦,知念實希人,春天出版社,2022/05/31,優惠價：79折 340元,"['零壓力終極大全：疫情時代必讀!精神科名醫親授，消除人生所有「煩惱、擔心、疲憊」的清單大全', '在樹下傳達神諭的貓', '偵探不在之處即樂園', '六個說謊的大學生【博客來獨家書衣版】(2022年本屋大賞第5名)', '廣播社2 紀實篇', '有時混黑道，有時彈鋼琴', '陪審員', 'SPY×FAMILY 間諜家家酒 9 (首刷限定版)', '餘命10年', '逆向童謠', 'SPY×FAMILY 間諜家家酒 8', 'SPY×FAMILY 間諜家家酒 1', 'SPY×FAMILY 間諜家家酒 2', '新 推理要在晚餐後', '生存的12條法則：當代最具影響力的公共知識分子，對混亂生活開出的解方', '死亡預告：這次要輪到我了嗎?野村胡堂的名警探推理短篇集', 'SPY×FAMILY 間諜家家酒 5', '黑魔法手帖', '檜山健太郎懷孕了(全)', '時代革命 BD']"
26,文學小說,內景唐人街,游朝凱,新經典文化,2022/05/05,優惠價：79折 284元,"['偽魚販指南', '雪佛【首刷限量作者簽名版】：年度散文獎得主王盛弘散文書寫再創新格局作品', '失落的衛星：深入中亞大陸的旅程', '尋找母樹：樹聯網的祕密', '余英時評政治現實(限量珍藏印章版)', 'UBIK尤比克【這部小說無所不能，《銀翼殺手》菲利普.狄克傳世經典】', '我們想去的地方', '沒有媽媽的超市(中文版隨書附贈全球獨家「兒時回憶」珍藏海報)', '漢文與東亞世界：從東亞視角重新認識漢字文化圈', '六個說謊的大學生【博客來獨家書衣版】(2022年本屋大賞第5名)', '十字路', '隱娘', '柏青哥(Apple TV+ 同名影集原著小說)', '幸運之子', '綠之歌 ─收集群風─(台日高度矚目.新銳台灣漫畫家高妍首部長篇作品，上下冊不分售)', 'Interior Chinatown', '徵人啟事', '村上T 我愛的那些T恤', '菁英媽媽想上班：美國頂尖名校女性重返職場的特權與矛盾', '兒子使用說明書：在你放棄和兒子溝通之前，請先看腦科學專家怎麼說']"
27,文學小說,放歌（作者親簽版）,哈金,時報出版,2022/05/31,優惠價：79折 363元,"['綾羅歌.卷一~卷二.獨家限量作者親簽精緻燙金典藏書盒版', '海幻 (限量作者親簽版)', '男子漢【限量作者親簽版】', '你不能再死一次【博客來獨家親簽版】', '村上T 我愛的那些T恤', '平家物語 犬王之卷(湯淺政明✕松本大洋《犬王》動畫原著)【獨家限量松本大洋海報版】', '西北雨(作者親簽珍藏版)(二版)', '未來還沒被書寫：搖滾樂及其所創造的(博客來獨家限量親簽)', '空心人：擁抱渴望被愛的靈魂【獨家書衣親簽版，加贈心理練習卡2張組(兩款隨機出貨)】', '武漢(博客來獨家簽名版)', '流動日常：藝術蝦的繪畫日記【扉頁親簽版‧博客來獨家】', '候鳥的女兒(作者親筆簽名扉頁版)', '艾笛的永生契約(作者親筆簽名扉頁版+獨家奇幻透卡)', '【作者親簽版】頂級食材聖經：跟著摘星主廚Jimmy品嘗金字塔頂端的美味', '就像現在這樣', '我有結婚病【限量親簽版】', '他們說我是間諜：人類學家與她的祕密警察監控檔案', '銀之夜', '連篇交響詩(精裝/作者親簽版)', '你值得擁有一切你想要的(暖心簽名版)']"
28,文學小說,新 推理要在晚餐後,東川篤哉,尖端,2022/05/06,優惠價：79折 237元,"['六個說謊的大學生【博客來獨家書衣版】(2022年本屋大賞第5名)', '巴黎馬卡龍之謎', '秋季限定栗金飩事件(下)', '秋季限定栗金飩事件(上)', '媽媽的每一天：高木直子陪你一起慢慢長大(首刷高木直子簽名祝福限量印刷扉頁)', '<套>推理要在晚餐後(1~3)', '我沒死，只是變成了掃地機器人', 'ONE PIECE航海王 102 (首刷限定版)', '六個說謊的大學生【2022年本屋大賞第5名.日本書店員最想賣的燒腦神作】', '白魔之塔 (複製簽名版)', '在說出再見之前【百萬暢銷小說《在咖啡冷掉之前》迸淚續作】', '前男友的遺書', '夏季限定熱帶水果百匯事件', '篠宮神社系列2深夜電臺廣播', '雪佛：年度散文獎得主王盛弘書寫散文再創新格局作品', 'SPY×FAMILY 間諜家家酒 3', '花開小路三丁目北角的小昴', '嫁過來的妻子總是在諂笑(01)', 'SPY×FAMILY 間諜家家酒 2', '春季限定草莓塔事件']"
29,文學小說,UBIK尤比克【這部小說無所不能，《銀翼殺手》菲利普．狄克傳世經典】,菲利普．狄克,寂寞,2022/05/01,優惠價：79折 340元,"['銀翼殺手【經典重譯本‧吳明益專文導讀】', '北歐諸神皆可萌：神人整理、秒讀秒懂，魔戒、雷神索爾、英雄聯盟……都從這裡來', '極限返航', '天防者III：超感者', '山茶花文具店', '隱娘', '深夜咖啡店', '仙靈傳奇1─5套書：詩魂/詞靈/畫仙/陶妖/玉使(共5冊)首批加贈「玉使：朱雀護身鑰匙圈」', '六個說謊的大學生【博客來獨家書衣版】(2022年本屋大賞第5名)', '三鎖之門(穿越量子世界1)', '穿越量子世界三部曲：三鎖之門、四力之路、永恆五國', '忘憂音樂盒', '泰斯凱蘭二部曲【《名為帝國的記憶》+《名為和平的荒蕪》雙書套書.呼應現實歷史，雨果獎得獎文學經典巨作】', '內景唐人街', 'ONE PIECE航海王 102 (首刷限定版)', '六個說謊的大學生【2022年本屋大賞第5名.日本書店員最想賣的燒腦神作】', '獵書遊戲', '燃燒的凝視【新譯本】：電影《燃火的女孩》經典原著小說', '獅子的點心：2020本屋大賞TOP2!小川糸全新小說，感淚必至!', '幸運之子']"
30,文學小說,且試天下【上中下+番外篇】套書：NETFLIX熱門影集《且試天下》原著小說，楊洋、趙露思領銜主演,傾泠月,高寶,2022/04/27,優惠價：75折 1020元,"['你是我的榮耀', '亞洲流行影視情報誌 第157號：王一博', '[MUJI無印良品]鋁製洗滌用衣架/3支組/約寬33cm', '(2個1包)PLUS 富士山橡皮擦 櫻花', '馭鮫記 (參)(完)', '馭鮫記 (貳)', '馭鮫記 (壹)', '星漢燦爛，幸甚至哉三', '【茶樹莊園】超濃縮洗碗精補充包(700g/入)─茶樹海鹽', '一生一世美人骨', '玉使(仙靈傳奇5)', '靈魂決定我愛你【01+02套書】', '蜜汁燉魷魚(電視劇《親愛的，熱愛的》原著小說)', '偷偷藏不住【上中下套書】', '歡迎光臨夢境百貨2：找回不再做夢的人', '星漢燦爛，幸甚至哉 一', '好好生活 慢慢相遇：30歲，想把溫柔留給自己', '半是蜜糖半是傷', '天官賜福 六(完)', '【豐滿生技】紅薑黃黑糖─桂圓']"
31,文學小說,最後的交火：毒梟、馬幫、美軍、解放軍、國軍，揭祕兩岸情報工作的最後一場激戰,"吳建國,梅洛琳",時報出版,2022/05/24,優惠價：79折 379元,"['克服團隊領導的5大障礙：洞悉人性、解決衝突的白金法則(白金暢銷版)', '殤鏡', '黑潮：從關鍵的一九七九年，剖析中東文化、宗教、集體記憶的四十年難解對立', '【潔霜】芳香浴廁清潔劑750g─綠茶馨香', '朱鷺號三部曲：罌粟海、煙籠河、烽火劫(典藏燙金盒裝套書)', '底層邏輯：看清這個世界的底牌', '華美的跫音：1960年代美軍文化影響下的臺中生活', '周恩來：毛澤東背後的力量', '1951全面追緝：軍購.密帳.叛逃者', '嬌生 pH5.5 潤膚沐浴乳(2合1)1000ml', '國父的真相：建立美國政治典範的元勳，還原他們神壇下的真實面貌', '破局：揭祕!蔣經國晚年權力佈局改變的內幕', '天防者III：超感者', '文山手作皂─淨身艾草_洗滌身心 淨身除穢(所有膚質適用)', '余英時評政治現實(限量珍藏印章版)', '【法國Maped】幼兒安全剪刀(兩入)', '彼岸花盛開之島【台灣獨家書封】(台灣首位，芥川獎得獎作!)']"
32,文學小說,拚命無恙 限定版：林夕．筆風｜林夕親筆書法鋁質書籤（兩款隨機出貨）,林夕,亮光(香港),2022/05/11,優惠價：79折 435元,"['零零落落【限量精裝版：每本附專屬收藏燙金編號及親蓋藏書印】', '雪佛【首刷限量作者簽名版】：年度散文獎得主王盛弘散文書寫再創新格局作品', '拚命無恙', '余英時評政治現實(限量珍藏印章版)', '陳珊妮 / 調教', '[MUJI無印良品]自由換芯按壓滑順膠墨筆/黑0.5mm', '要決心忘記 我便記不起', '【KANU】美式黑咖啡(深度烘焙)(1.6gx10包)', '《時代革命》電影訪談錄', '【博客來獨家限量】你好，這裡是記憶花店(透‧深藍書衣版)', '蛤蟆先生去看心理師(暢銷300萬冊!英國心理諮商經典，附《蛤蟆先生勇氣藏書卡》組)', '【優鮮配】〝買1送1〞嚴選大片無肚洞格陵蘭扁鱈魚(大比目魚) 1片(約200g/片)', '六個說謊的大學生【博客來獨家書衣版】(2022年本屋大賞第5名)', '剛剛好的優雅(博客來限量獨家PVC書衣+日星特製鉛字印)', '報導者事件簿001：留學黑工', '漫長的紀念 Heart of Gold', '大概是時間在煮我吧', '傾城之戀【張愛玲百歲誕辰紀念版】：短篇小說集一 1943年', '[MUJI無印良品]即食迷你拉麵 (雞汁風味)/120g', '閉起雙眼你最掛念誰']"
33,文學小說,明年見，明天見（香港燈影版）,Middle,春天出版社,2022/05/20,優惠價：9折 288元,['NaN']
34,文學小說,平家物語 犬王之卷（湯淺政明✕松本大洋《犬王》動畫原著）【獨家限量松本大洋海報版】,古川日出男,大塊文化,2022/06/02,優惠價：79折 300元,"['留在Tomo桑心底的日本味：想念家鄉的60道日式料理', '海幻 (限量作者親簽版)', '武漢(博客來獨家簽名版)', '你不能再死一次【博客來獨家親簽版】', '我有結婚病【限量親簽版】', '第二代馬蘭吟唱隊&董事長跨界大樂團 / Pakelang 八歌浪 (CD)', '流動日常：藝術蝦的繪畫日記【扉頁親簽版‧博客來獨家】', '未來還沒被書寫：搖滾樂及其所創造的(博客來獨家限量親簽)', '候鳥的女兒(作者親筆簽名扉頁版)', '零零落落【限量精裝版：每本附專屬收藏燙金編號及親蓋藏書印】', '空心人：擁抱渴望被愛的靈魂【獨家書衣親簽版，加贈心理練習卡2張組(兩款隨機出貨)】', '【作者親簽版】頂級食材聖經：跟著摘星主廚Jimmy品嘗金字塔頂端的美味', '艾笛的永生契約(作者親筆簽名扉頁版+獨家奇幻透卡)', '村上T 我愛的那些T恤', '阿鼻劍前傳小說〈卷一〉+ 圖像筆記 首刷豪華典藏套組(限量)', '潮浪群雄1', '沒有媽媽的超市(中文版隨書附贈全球獨家「兒時回憶」珍藏海報)', '綾羅歌.卷一~卷二.獨家限量作者親簽精緻燙金典藏書盒版', '男子漢【限量作者親簽版】', '阿鼻劍前傳〈卷一〉+〈卷二〉+圖像筆記書豪華典藏套組']"
35,文學小說,在樹下傳達神諭的貓,青山美智子,春天出版社,2022/05/31,優惠價：79折 332元,"['抱住我崩潰的大腦', '陪審員', '海幻 (限量作者親簽版)', '銀之夜', '有時混黑道，有時彈鋼琴', '沒有媽媽的超市(中文版隨書附贈全球獨家「兒時回憶」珍藏海報)', '永遠的院子', '祕密結晶(本屋大賞《博士熱愛的算式》作者小川洋子最震懾人心之作.《紐約時報》年度百大名作)', '【義大利MILMIL】甜杏仁滋養修護洗髮精買2送1限量組(乾燥適用)', 'SPY×FAMILY 間諜家家酒 9 (首刷限定版)', '不知道的都叫樹', '失落手稿', '菜場搜神記：一個不買菜女子的市場踏查日記', '小小世界【本屋大賞第3名、直木賞入圍作】(博客來獨家封面)', '艾笛的永生契約(作者親筆簽名扉頁版+獨家奇幻透卡)', '【艾爾絲】4D成人醫療口罩 韓式KF口罩 全新2.0升級/新色上市(10入/盒) 牛仔藍', '第五代 雙層蜂巢式凝膠坐墊 透氣涼墊(附防滑布套)', '星期五的書店：夏天與汽水', '男子漢【限量作者親簽版】', 'SPY×FAMILY 間諜家家酒 8']"
36,文學小說,再也沒有蒜苗佐烏魚子了,宋尚緯,啟明出版,2022/04/27,優惠價：79折 379元,"['美國Honeywell─HEPA濾網HRF─R1V1', '比海還深的地方', '偽魚販指南', '好人', '我和那個叫貓的少年睡過了', 'SPY×FAMILY 間諜家家酒 5', '老派少女購物路線', 'SPY×FAMILY 間諜家家酒 4', '晚安，糖果屋', '古埃及文作業簿', 'SPY×FAMILY 間諜家家酒 8', '刺與浪：跨世代台灣同志散文讀本', 'SPY×FAMILY 間諜家家酒 7', '媽媽的每一天：高木直子陪你一起慢慢長大(首刷高木直子簽名祝福限量印刷扉頁)', 'SPY×FAMILY 間諜家家酒 6', '剛剛好的優雅(博客來限量獨家PVC書衣+日星特製鉛字印)', '咒術迴戰 19', '無蜜的蜂群', '共生', '我害怕屋瓦']"
37,文學小說,陪審員,H S錢德勒,春天出版社,2022/05/31,優惠價：79折 315元,"['在樹下傳達神諭的貓', '徵人啟事', '天防者III：超感者', '不存在的男人', '驗屍報告', '間諜本色', '艾笛的永生契約(作者親筆簽名扉頁版+獨家奇幻透卡)', '非法入境', '失落手稿', '[MUJI無印良品]即食迷你拉麵 (雞汁風味)/120g', '泰斯凱蘭二部曲【《名為帝國的記憶》+《名為和平的荒蕪》雙書套書.呼應現實歷史，雨果獎得獎文學經典巨作】', '3M 百利爐具/鍋具專用海綿菜瓜布6片裝', '凡妮莎', '十字路', '抱住我崩潰的大腦', '六個說謊的大學生【博客來獨家書衣版】(2022年本屋大賞第5名)', '《Walkers》蘇格蘭皇家燕麥厚脆餅', '你不能再死一次【博客來獨家親簽版】', '地獄裡有假期嗎', '紙花女子']"
38,文學小說,不知道的都叫樹,古碧玲,大塊文化,2022/05/31,優惠價：79折 379元,"['尋找母樹：樹聯網的祕密', 'Pantone Postcards', '【MUJI 無印良品】補充用透明袋/A5.20孔.10入', '[MUJI無印良品]自由組合活頁筆記本內頁/20孔.A5. 月記事', '[MUJI無印良品]聚丙烯檔案夾/A5.20孔(R)', '[MUJI無印良品]自由組合活頁筆記本內頁/20孔.A5. 空白', '[MUJI無印良品]自由組合活頁筆記本內頁/20孔.A5. 2mm方格', '[MUJI無印良品]自由組合活頁筆記本內頁/20孔.A5. 記帳表', '激流與倒影(平裝雲門《水月》雙面書衣)', '風是什麼顏色?', '在台北生存的一百個理由(五版)(大塊文化25週年增修紀念版)(五位作者豪華親簽版)', '彼岸花盛開之島【日本原版書封】(台灣首位，芥川獎得獎作!)', '凡妮莎', '剛剛好的優雅(博客來限量獨家PVC書衣+日星特製鉛字印)', '像樹那樣生活：改變韓國十萬讀者，從樹木身上學到35項堅毅的人生智慧', '羊道：春牧場(2021全新修訂版)', '記一忘三二', '貓本屋 破碎型豆腐貓砂(6L)原味', '在樹下傳達神諭的貓', '潮浪群雄1']"
39,文學小說,在台北生存的一百個理由（五版）（大塊文化25週年增修紀念版）（五位作者豪華親簽版）,"馬世芳,許允斌,姚瑞中,陳光達,黃威融",大塊文化,2022/04/29,優惠價：79折 537元,"['星星是暗夜的眼睛(靜謐精裝版+限量贈品)', '第二代馬蘭吟唱隊&董事長跨界大樂團 / Pakelang 八歌浪 (CD)', '余英時評政治現實(限量珍藏印章版)', '十字軍首役：以聖戰為名的權力遊戲，形塑歐洲文明的重要之戰【限量作者簽名版】', '外婆 我的故鄉我的家：涂崇聖攝影集【作者親簽版】', '偽魚販指南', '郭婞淳：舉重若輕的婞念(親簽版)', 'GLOW 6月號/2022', '竜樹諒漫畫作品集：我所看到的未來', '未來還沒被書寫：搖滾樂及其所創造的(博客來獨家限量親簽)', '昨日書', '雪佛【首刷限量作者簽名版】：年度散文獎得主王盛弘散文書寫再創新格局作品', '內景唐人街', '沒有媽媽的超市(中文版隨書附贈全球獨家「兒時回憶」珍藏海報)', '地下鄉愁藍調 十周年版', '孽子舞台劇二○二○全紀錄(限量簽名版，隨書附贈DVD兌換券)', '精準提問：找到問題解方，培養創意思維、發揮專業影響力的16個提問心法', '不知道的都叫樹', '【muva】舒筋雙享球~按摩肌肉放鬆!', '原生家庭木馬快篩：三步驟解鎖並拋棄繼承家族負向印記']"
